mmap_size,latency
4096,0.000002131476
4096,0.000001824829
4096,0.000002132535
4096,0.000001816165
4096,0.000001767555
4096,0.000001871407
4096,0.000004344644
4096,0.000001840531
4096,0.000001797910
16384,0.000001794726
16384,0.000001830183
16384,0.000001807367
16384,0.000001828807
16384,0.000001800922
16384,0.000001832643
16384,0.000001835245
16384,0.000001829235
16384,0.000001827343
65536,0.000001761030
65536,0.000002121615
65536,0.000001775361
65536,0.000002014348
65536,0.000002086261
65536,0.000001756073
65536,0.000001785749
65536,0.000001788540
65536,0.000001835711
