mmap_size,latency
4096,0.000000225609
4096,0.000000221036
4096,0.000000224568
4096,0.000000223002
4096,0.000000219187
4096,0.000000232568
4096,0.000000220450
4096,0.000000219915
4096,0.000000227761
4096,0.000000218989
16384,0.000000218493
16384,0.000000222441
16384,0.000000217676
16384,0.000000218591
16384,0.000000216593
16384,0.000000231858
16384,0.000000218195
16384,0.000000222383
16384,0.000000219692
16384,0.000000215714
65536,0.000000226957
65536,0.000000220868
65536,0.000000216972
65536,0.000000214033
65536,0.000000220542
65536,0.000000240612
65536,0.000000220230
65536,0.000000214096
65536,0.000000219414
65536,0.000000215870
