mmap_size,latency
4096,0.000002486251
4096,0.000002528482
4096,0.000002464537
4096,0.000002553544
4096,0.000002641484
4096,0.000002415883
4096,0.000002462875
4096,0.000002395289
4096,0.000002603214
16384,0.000002639100
16384,0.000002478145
16384,0.000002556274
16384,0.000002610314
16384,0.000002739629
16384,0.000002555605
16384,0.000002645144
16384,0.000002558565
16384,0.000002594299
65536,0.000002959862
65536,0.000002897384
65536,0.000002698622
65536,0.000002862115
65536,0.000002665156
65536,0.000002697974
65536,0.000002822978
65536,0.000002637205
65536,0.000002818812
