mmap_size,elapsed_time
4096,0.000000981284
4096,0.000001005773
4096,0.000001132337
4096,0.000001134217
4096,0.000001019357
4096,0.000001103160
4096,0.000001105160
4096,0.000001159151
4096,0.000000995810
4096,0.000001007655
16384,0.000000980503
16384,0.000000960569
16384,0.000001007901
16384,0.000001065881
16384,0.000001153101
16384,0.000000986171
16384,0.000000983814
16384,0.000000998018
16384,0.000001014718
16384,0.000000966903
65536,0.000000978969
65536,0.000000970420
65536,0.000000992308
65536,0.000001102770
65536,0.000000969847
65536,0.000000985811
65536,0.000001149200
65536,0.000001132952
65536,0.000001055101
65536,0.000000975469
262144,0.000001022965
262144,0.000001037458
262144,0.000001069389
262144,0.000001010167
262144,0.000000991414
262144,0.000000994941
262144,0.000001017145
262144,0.000000992039
262144,0.000001052133
262144,0.000000956562
1048576,0.000001133874
1048576,0.000000980992
1048576,0.000001006522
1048576,0.000001147833
1048576,0.000001036255
1048576,0.000000982380
1048576,0.000000969297
1048576,0.000000985015
1048576,0.000001112712
1048576,0.000000968388
