mmap_size,elapsed_time
4096,0.000001631560
4096,0.000001534229
4096,0.000001515603
4096,0.000001506501
4096,0.000001449265
4096,0.000001632024
4096,0.000001607603
4096,0.000001532621
4096,0.000001668072
4096,0.000001509120
16384,0.000001688046
16384,0.000001610954
16384,0.000001481124
16384,0.000001692034
16384,0.000001729798
16384,0.000001720221
16384,0.000001767469
16384,0.000001607183
16384,0.000001702523
16384,0.000001578475
65536,0.000001669445
65536,0.000001546972
65536,0.000001685956
65536,0.000001553309
65536,0.000001546768
65536,0.000001554168
65536,0.000001536889
65536,0.000001856569
65536,0.000001521947
65536,0.000001511807
262144,0.000001712270
262144,0.000001814525
262144,0.000001615064
262144,0.000001661107
262144,0.000001884161
262144,0.000001720213
262144,0.000001718452
262144,0.000001600454
262144,0.000001742714
262144,0.000001614981
1048576,0.000002110626
1048576,0.000002086109
1048576,0.000001956147
1048576,0.000002070202
1048576,0.000002338139
1048576,0.000001965076
1048576,0.000002202407
1048576,0.000002170425
1048576,0.000001969132
1048576,0.000002177952
