mmap_size,elapsed_time
4096,0.000000979054
4096,0.000000894656
4096,0.000000925084
4096,0.000000897951
4096,0.000000964767
4096,0.000000878997
4096,0.000000998700
4096,0.000001554529
4096,0.000000862199
4096,0.000000956451
16384,0.000001054290
16384,0.000000896630
16384,0.000001082485
16384,0.000001078792
16384,0.000000907034
16384,0.000000921440
16384,0.000000930395
16384,0.000000982595
16384,0.000000919531
16384,0.000000980729
65536,0.000001106864
65536,0.000000998090
65536,0.000001182040
65536,0.000000905403
65536,0.000001018781
65536,0.000001022101
65536,0.000000869138
65536,0.000000894239
65536,0.000000987593
65536,0.000000899176
262144,0.000000879992
262144,0.000000923176
262144,0.000000871796
262144,0.000000929008
262144,0.000000867360
262144,0.000000905537
262144,0.000000937691
262144,0.000000984714
262144,0.000001022409
262144,0.000001155724
1048576,0.000001034934
1048576,0.000000893307
1048576,0.000001004494
1048576,0.000000997176
1048576,0.000001021516
1048576,0.000001064431
1048576,0.000000895852
1048576,0.000001121462
1048576,0.000000941935
1048576,0.000001005304
