malloc_size,elapsed_time
4096,0.000001431817
4096,0.000001436945
4096,0.000001438984
4096,0.000001486970
4096,0.000001499580
4096,0.000001444269
4096,0.000001396773
4096,0.000001388400
4096,0.000001366310
4096,0.000001350197
8192,0.000002762526
8192,0.000002685617
8192,0.000002807230
8192,0.000002709787
8192,0.000002647585
8192,0.000002691454
8192,0.000002777916
8192,0.000002736879
8192,0.000002730448
8192,0.000002722116
16384,0.000006058973
16384,0.000005392135
16384,0.000005676531
16384,0.000005799487
16384,0.000005584135
16384,0.000005339107
16384,0.000005544597
16384,0.000005876883
16384,0.000005438970
16384,0.000005497638
32768,0.000010775748
32768,0.000014650331
32768,0.000010391129
32768,0.000011953400
32768,0.000011330884
32768,0.000010807370
32768,0.000010348429
32768,0.000010566391
32768,0.000010551957
32768,0.000010715386
65536,0.000021314354
65536,0.000024529963
65536,0.000022553361
65536,0.000021830290
65536,0.000024480385
65536,0.000020740939
65536,0.000021285713
65536,0.000021805545
65536,0.000021210593
65536,0.000021840171
131072,0.000051698578
131072,0.000046761037
131072,0.000051189781
131072,0.000046298941
131072,0.000056701520
131072,0.000056814881
131072,0.000044414249
131072,0.000043756468
131072,0.000044081770
131072,0.000047126354
262144,0.000085335167
262144,0.000091009873
262144,0.000092608147
262144,0.000084507554
262144,0.000086131179
262144,0.000086119559
262144,0.000093400068
262144,0.000087094215
262144,0.000089888385
262144,0.000105883683
1048576,0.000386695402
1048576,0.000349003523
1048576,0.000379819400
1048576,0.000415200832
1048576,0.000357969389
1048576,0.000357942561
1048576,0.000366186586
1048576,0.000329239678
1048576,0.000413911160
1048576,0.000345112883
