malloc_size,elapsed_time
4096,0.000000148272
4096,0.000000135946
4096,0.000000123522
4096,0.000000140061
4096,0.000000191839
4096,0.000000120116
4096,0.000000119316
4096,0.000000138563
4096,0.000000125004
4096,0.000000137072
8192,0.000000226471
8192,0.000000223218
8192,0.000000279491
8192,0.000000199439
8192,0.000000227327
8192,0.000000222053
8192,0.000000238976
8192,0.000000203990
8192,0.000000258962
8192,0.000000213360
16384,0.000000374528
16384,0.000000426974
16384,0.000000374890
16384,0.000000375211
16384,0.000000450808
16384,0.000000434137
16384,0.000000404417
16384,0.000000525345
16384,0.000000434943
16384,0.000000414970
32768,0.000000960300
32768,0.000000949487
32768,0.000001043732
32768,0.000001010263
32768,0.000000963613
32768,0.000000841388
32768,0.000001239016
32768,0.000000996606
32768,0.000001303065
32768,0.000000971069
65536,0.000002486051
65536,0.000001783039
65536,0.000002423710
65536,0.000001816953
65536,0.000001814104
65536,0.000001816572
65536,0.000001786704
65536,0.000001778030
65536,0.000001649581
65536,0.000001778599
131072,0.000004347555
131072,0.000005377799
131072,0.000003342227
131072,0.000003445601
131072,0.000003287623
131072,0.000003360186
131072,0.000004330875
131072,0.000004854847
131072,0.000003545639
131072,0.000004406367
262144,0.000007207251
262144,0.000007849488
262144,0.000009209420
262144,0.000007117807
262144,0.000006853554
262144,0.000009390555
262144,0.000007680458
262144,0.000009619852
262144,0.000009501013
262144,0.000008758141
1048576,0.000030822033
1048576,0.000042473627
1048576,0.000032008938
1048576,0.000040935506
1048576,0.000037570873
1048576,0.000047449664
1048576,0.000036012240
1048576,0.000044219205
1048576,0.000038192986
1048576,0.000034760623
