mmap_size,elapsed_time
4096,0.000035072059
4096,0.000047827382
4096,0.000047204324
4096,0.000010247137
4096,0.000052141641
4096,0.000010367528
4096,0.000026522386
4096,0.000010217753
4096,0.000047155025
4096,0.000010954666
16384,0.000031882150
16384,0.000010418914
16384,0.000046328078
16384,0.000026799917
16384,0.000034836099
16384,0.000054283106
16384,0.000048755901
16384,0.000054436392
16384,0.000046705411
16384,0.000045909579
65536,0.000049302454
65536,0.000034182256
65536,0.000010661058
65536,0.000048261140
65536,0.000034239994
65536,0.000054932764
65536,0.000048957819
65536,0.000010472361
65536,0.000011451829
65536,0.000010882610
262144,0.000031621927
262144,0.000012274368
262144,0.000046595503
262144,0.000031086396
262144,0.000050936278
262144,0.000051083839
262144,0.000028879900
262144,0.000048954659
262144,0.000041171821
262144,0.000032648278
1048576,0.000046335116
1048576,0.000045087913
1048576,0.000048091512
1048576,0.000045815202
1048576,0.000047848708
1048576,0.000010693952
1048576,0.000010160998
1048576,0.000045727939
1048576,0.000041282153
1048576,0.000010225340
