mmap_size,elapsed_time
4096,0.000041416566
4096,0.000010475057
4096,0.000029321302
4096,0.000045539251
4096,0.000011075409
4096,0.000032923812
4096,0.000037367690
4096,0.000046643562
4096,0.000042170649
4096,0.000046947007
16384,0.000047070509
16384,0.000031485176
16384,0.000010154935
16384,0.000046022818
16384,0.000023240010
16384,0.000029717105
16384,0.000045776247
16384,0.000046823486
16384,0.000032619818
16384,0.000046523610
65536,0.000045622060
65536,0.000048288568
65536,0.000009861664
65536,0.000030507560
65536,0.000028688643
65536,0.000043977570
65536,0.000044603082
65536,0.000045532109
65536,0.000027158363
65536,0.000047226017
262144,0.000010353839
262144,0.000045272895
262144,0.000047213300
262144,0.000044940358
262144,0.000024347765
262144,0.000045364215
262144,0.000009805291
262144,0.000010013731
262144,0.000031621860
262144,0.000024367689
1048576,0.000047765748
1048576,0.000027476946
1048576,0.000046287020
1048576,0.000048907380
1048576,0.000045065777
1048576,0.000044840510
1048576,0.000010539174
1048576,0.000031959209
1048576,0.000009578590
1048576,0.000025132176
