malloc_size,latency
1024,0.000000622637
1024,0.000000612111
1024,0.000000646502
1024,0.000000594617
1024,0.000000588057
1024,0.000000589400
1024,0.000000590367
1024,0.000000594235
1024,0.000000599323
1024,0.000000591711
2048,0.000001281031
2048,0.000001157141
2048,0.000001130686
2048,0.000001135793
2048,0.000001122910
2048,0.000001144841
2048,0.000001123350
2048,0.000001146221
2048,0.000001148482
2048,0.000001178773
4096,0.000002557579
4096,0.000002240600
4096,0.000002201471
4096,0.000002218132
4096,0.000002207639
4096,0.000002239378
4096,0.000002214458
4096,0.000002226805
4096,0.000002214919
4096,0.000002221966
8192,0.000002310729
8192,0.000002240728
8192,0.000002242839
8192,0.000002348365
8192,0.000002286624
8192,0.000002238960
8192,0.000002290703
8192,0.000002229527
8192,0.000002244477
8192,0.000002301965
16384,0.000002300499
16384,0.000002332221
16384,0.000002329727
16384,0.000002318945
16384,0.000002328034
16384,0.000002349427
16384,0.000002349220
16384,0.000002310409
16384,0.000002348205
16384,0.000002277432
32768,0.000002427855
32768,0.000002433169
32768,0.000002490379
32768,0.000002463898
32768,0.000002458106
32768,0.000002411590
32768,0.000002576130
32768,0.000002546768
32768,0.000002428101
32768,0.000002447609
65536,0.000002582941
65536,0.000002626280
65536,0.000002574551
65536,0.000002582372
65536,0.000002619194
65536,0.000002646231
65536,0.000002605290
65536,0.000002645058
65536,0.000002679551
65536,0.000002682547
131072,0.000003586071
131072,0.000003528148
131072,0.000003546596
131072,0.000003567118
131072,0.000003347396
131072,0.000003402714
131072,0.000003578355
131072,0.000003355919
131072,0.000003351319
131072,0.000003581305
262144,0.000003831949
262144,0.000003463301
262144,0.000003455242
262144,0.000003444867
262144,0.000003410042
262144,0.000003412947
262144,0.000003768421
262144,0.000003497869
262144,0.000003541377
262144,0.000003440306
524288,0.000003759639
524288,0.000003597484
524288,0.000003533483
524288,0.000003462383
524288,0.000003683264
524288,0.000003645814
524288,0.000003538949
524288,0.000003650493
524288,0.000003604831
524288,0.000003665167
1048576,0.000003985678
1048576,0.000003772449
1048576,0.000004270203
1048576,0.000003887975
1048576,0.000004193516
1048576,0.000003834531
1048576,0.000004246098
1048576,0.000003972430
1048576,0.000004061557
1048576,0.000004531529
