malloc_size,latency
1024,0.000000615759
1024,0.000000617155
1024,0.000000612150
1024,0.000000609423
1024,0.000000612234
1024,0.000000605395
1024,0.000000610206
1024,0.000000620371
1024,0.000000613880
1024,0.000000609682
2048,0.000001169975
2048,0.000001207321
2048,0.000001175741
2048,0.000001188951
2048,0.000001167355
2048,0.000001172030
2048,0.000001169237
2048,0.000001181935
2048,0.000001171100
2048,0.000001186748
4096,0.000002279949
4096,0.000002272611
4096,0.000002304278
4096,0.000002308540
4096,0.000002357718
4096,0.000002273594
4096,0.000002289329
4096,0.000002277262
4096,0.000002311212
4096,0.000002252965
8192,0.000005742741
8192,0.000004827105
8192,0.000004824458
8192,0.000004923396
8192,0.000004792664
8192,0.000004800033
8192,0.000004800261
8192,0.000004796383
8192,0.000004942523
8192,0.000004851502
16384,0.000010157713
16384,0.000009943183
16384,0.000009849584
16384,0.000009889449
16384,0.000009947513
16384,0.000009926943
16384,0.000009868800
16384,0.000009991295
16384,0.000010029579
16384,0.000009828436
32768,0.000020090740
32768,0.000019947410
32768,0.000020128329
32768,0.000020212510
32768,0.000020137361
32768,0.000020840503
32768,0.000020270993
32768,0.000020109579
32768,0.000020048700
32768,0.000020050059
65536,0.000040432785
65536,0.000040551332
65536,0.000041788262
65536,0.000040571468
65536,0.000040359757
65536,0.000040401266
65536,0.000040067723
65536,0.000040215840
65536,0.000041175601
65536,0.000040507000
131072,0.000084045697
131072,0.000083055404
131072,0.000083672691
131072,0.000084577914
131072,0.000083434844
131072,0.000083126588
131072,0.000083884806
131072,0.000083140680
131072,0.000085104686
131072,0.000083335735
262144,0.000162923041
262144,0.000162843106
262144,0.000163758063
262144,0.000162504035
262144,0.000163287850
262144,0.000163980598
262144,0.000165005627
262144,0.000165865736
262144,0.000163512874
262144,0.000163326670
524288,0.000323843509
524288,0.000334340764
524288,0.000323644877
524288,0.000322708344
524288,0.000325291506
524288,0.000321447522
524288,0.000321438668
524288,0.000322393803
524288,0.000324578862
524288,0.000326671068
1048576,0.000641682328
1048576,0.000652926162
1048576,0.000641989014
1048576,0.000646899385
1048576,0.000649425871
1048576,0.000642321996
1048576,0.000647416393
1048576,0.000645792188
1048576,0.000647317834
1048576,0.000648204514
