mmap_size,elapsed_time
4096,0.000006308647
4096,0.000008588559
4096,0.000007972188
4096,0.000006690362
4096,0.000005578814
4096,0.000006093530
4096,0.000007929207
4096,0.000010531532
4096,0.000006413369
4096,0.000008648784
16384,0.000009888731
16384,0.000009563069
16384,0.000006529214
16384,0.000009741833
16384,0.000010928637
16384,0.000007274643
16384,0.000005487705
16384,0.000011064331
16384,0.000007271631
16384,0.000005236154
65536,0.000011527139
65536,0.000007155634
65536,0.000008208907
65536,0.000014012598
65536,0.000010260527
65536,0.000010959944
65536,0.000012203437
65536,0.000013410741
65536,0.000008074026
65536,0.000011420825
262144,0.000007427061
262144,0.000015333347
262144,0.000012376048
262144,0.000016464861
262144,0.000014696042
262144,0.000015033201
262144,0.000015996754
262144,0.000010338014
262144,0.000008758947
262144,0.000015213350
1048576,0.000023401104
1048576,0.000025505048
1048576,0.000029313944
1048576,0.000019727439
1048576,0.000027499272
1048576,0.000025421807
1048576,0.000025661773
1048576,0.000018618809
1048576,0.000020171103
1048576,0.000020765991
