mmap_size,elapsed_time
4096,0.000002822258
4096,0.000002988458
4096,0.000002865524
4096,0.000002948730
4096,0.000002984197
4096,0.000003011729
4096,0.000003041659
4096,0.000003091866
4096,0.000003029300
4096,0.000003047289
16384,0.000003001039
16384,0.000003119025
16384,0.000003061495
16384,0.000003188207
16384,0.000003194200
16384,0.000003193763
16384,0.000003300779
16384,0.000002995117
16384,0.000003152067
16384,0.000003108919
65536,0.000003545083
65536,0.000003492202
65536,0.000003517516
65536,0.000003708355
65536,0.000003575379
65536,0.000003577985
65536,0.000003424394
65536,0.000003500299
65536,0.000003524015
65536,0.000003721900
