malloc_size,latency
1024,0.000000138260
1024,0.000000140573
1024,0.000000119208
1024,0.000000146611
1024,0.000000140471
1024,0.000000144441
1024,0.000000131308
1024,0.000000137231
1024,0.000000133945
1024,0.000000131614
2048,0.000000140130
2048,0.000000164153
2048,0.000000156534
2048,0.000000154120
2048,0.000000150752
2048,0.000000150132
2048,0.000000156787
2048,0.000000156556
2048,0.000000144626
2048,0.000000146930
4096,0.000000210877
4096,0.000000225225
4096,0.000000200455
4096,0.000000201722
4096,0.000000205770
4096,0.000000227537
4096,0.000000218138
4096,0.000000208466
4096,0.000000222993
4096,0.000000208140
8192,0.000000332127
8192,0.000000311751
8192,0.000000321155
8192,0.000000334384
8192,0.000000312168
8192,0.000000315105
8192,0.000000351151
8192,0.000000337723
8192,0.000000325711
8192,0.000000324743
16384,0.000000545081
16384,0.000000625709
16384,0.000000533253
16384,0.000000643075
16384,0.000000537790
16384,0.000000578804
16384,0.000000596712
16384,0.000000547024
16384,0.000000553743
16384,0.000000621261
32768,0.000001369411
32768,0.000001283501
32768,0.000001401564
32768,0.000001238782
32768,0.000001311676
32768,0.000001339666
32768,0.000001380203
32768,0.000001372651
32768,0.000001268180
32768,0.000001403219
65536,0.000002357852
65536,0.000002354134
65536,0.000002525704
65536,0.000002638114
65536,0.000002721444
65536,0.000002524638
65536,0.000002587754
65536,0.000002654481
65536,0.000002535762
65536,0.000002573872
131072,0.000004915843
131072,0.000005233434
131072,0.000005359533
131072,0.000004857346
131072,0.000005572247
131072,0.000004778506
131072,0.000004495759
131072,0.000004651250
131072,0.000005385049
131072,0.000004693418
262144,0.000009781225
262144,0.000009161634
262144,0.000009494500
262144,0.000009987420
262144,0.000009834969
262144,0.000010220634
262144,0.000009888229
262144,0.000010087206
262144,0.000009276082
262144,0.000009661042
524288,0.000019126902
524288,0.000019220785
524288,0.000018932896
524288,0.000019101873
524288,0.000019108378
524288,0.000020541394
524288,0.000020929859
524288,0.000019356140
524288,0.000022033334
524288,0.000020147995
1048576,0.000050725023
1048576,0.000045505590
1048576,0.000046175840
1048576,0.000045458256
1048576,0.000048899275
1048576,0.000045243188
1048576,0.000045325684
1048576,0.000053494838
1048576,0.000051402900
1048576,0.000052404365
