iterations,elapsed_time
100,0.000030767220
100,0.000056643330
100,0.000047819050
100,0.000082528270
100,0.000059246740
100,0.000045786880
100,0.000050128490
100,0.000068312010
100,0.000047407250
100,0.000053495330
1000,0.000046712975
1000,0.000044950528
1000,0.000049592414
1000,0.000047281820
1000,0.000025874175
1000,0.000049941246
1000,0.000049672356
1000,0.000046855248
1000,0.000049461779
1000,0.000049851010
10000,0.000042222614
10000,0.000045023985
10000,0.000044614876
10000,0.000043179232
10000,0.000045712187
10000,0.000045351012
10000,0.000045071791
10000,0.000045872469
10000,0.000045850613
10000,0.000045060961
