malloc_size,elapsed_time
4096,0.000000137702
4096,0.000000107779
4096,0.000000127157
4096,0.000000117398
4096,0.000000112429
4096,0.000000124587
4096,0.000000101661
4096,0.000000117416
4096,0.000000108022
4096,0.000000095686
8192,0.000000107690
8192,0.000000108791
8192,0.000000101134
8192,0.000000127024
8192,0.000000118006
8192,0.000000132568
8192,0.000000129374
8192,0.000000106622
8192,0.000000128007
8192,0.000000130800
16384,0.000000123935
16384,0.000000097498
16384,0.000000120628
16384,0.000000143625
16384,0.000000097278
16384,0.000000108568
16384,0.000000176713
16384,0.000000135616
16384,0.000000132872
16384,0.000000120501
32768,0.000000160660
32768,0.000000138730
32768,0.000000121735
32768,0.000000160177
32768,0.000000151741
32768,0.000000128787
32768,0.000000154863
32768,0.000000161768
32768,0.000000142382
32768,0.000000159648
65536,0.000000221887
65536,0.000000154719
65536,0.000000281551
65536,0.000000201445
65536,0.000000280325
65536,0.000000173374
65536,0.000000214432
65536,0.000000207599
65536,0.000000186608
65536,0.000000154451
131072,0.000000319308
131072,0.000000246088
131072,0.000000266520
131072,0.000000238590
131072,0.000000279041
131072,0.000000236764
131072,0.000000277864
131072,0.000000287835
131072,0.000000325096
131072,0.000000317282
262144,0.000000423982
262144,0.000000389199
262144,0.000000437648
262144,0.000000440675
262144,0.000000631703
262144,0.000000530838
262144,0.000000453943
262144,0.000000392732
262144,0.000000564493
262144,0.000000486691
1048576,0.000005698141
1048576,0.000000961129
1048576,0.000001870355
1048576,0.000001932365
1048576,0.000001609205
1048576,0.000001173090
1048576,0.000001924068
1048576,0.000001553242
1048576,0.000001862695
1048576,0.000001394041
