iterations,elapsed_time
100,0.000055235420
100,0.000055654190
100,0.000052275550
100,0.000055671650
100,0.000049821680
100,0.000053368190
100,0.000048922360
100,0.000045541170
100,0.000047419660
100,0.000058340020
1000,0.000045696718
1000,0.000047962364
1000,0.000046167485
1000,0.000044102366
1000,0.000043852283
1000,0.000045251266
1000,0.000044756504
1000,0.000049973496
1000,0.000027805328
1000,0.000026861428
10000,0.000041828004
10000,0.000043948131
10000,0.000044271399
10000,0.000043524044
10000,0.000045060768
10000,0.000046181505
10000,0.000045369113
10000,0.000044488485
10000,0.000045052288
10000,0.000043994880
