malloc_size,latency
1024,0.000000059358
1024,0.000000059628
1024,0.000000058070
1024,0.000000059102
1024,0.000000058953
1024,0.000000060262
1024,0.000000059935
1024,0.000000061499
1024,0.000000057853
1024,0.000000062809
2048,0.000000061081
2048,0.000000060496
2048,0.000000063180
2048,0.000000062390
2048,0.000000070102
2048,0.000000060916
2048,0.000000062541
2048,0.000000058224
2048,0.000000063674
2048,0.000000059510
4096,0.000000065814
4096,0.000000066476
4096,0.000000068002
4096,0.000000064672
4096,0.000000063716
4096,0.000000065292
4096,0.000000065977
4096,0.000000061006
4096,0.000000068255
4096,0.000000064043
8192,0.000000102679
8192,0.000000076466
8192,0.000000073691
8192,0.000000071237
8192,0.000000074999
8192,0.000000070714
8192,0.000000103055
8192,0.000000073417
8192,0.000000076730
8192,0.000000082050
16384,0.000000091813
16384,0.000000092067
16384,0.000000087847
16384,0.000000106772
16384,0.000000100474
16384,0.000000090978
16384,0.000000093609
16384,0.000000090930
16384,0.000000098941
16384,0.000000089631
32768,0.000000149443
32768,0.000000156189
32768,0.000000219156
32768,0.000000132868
32768,0.000000150578
32768,0.000000099077
32768,0.000000099326
32768,0.000000144868
32768,0.000000209155
32768,0.000000140815
65536,0.000000279745
65536,0.000000242268
65536,0.000000192989
65536,0.000000218144
65536,0.000000238062
65536,0.000000207169
65536,0.000000244626
65536,0.000000229422
65536,0.000000244999
65536,0.000000232653
131072,0.000255044179
131072,0.000256115423
131072,0.000278900328
131072,0.000247828530
131072,0.000254969272
131072,0.000275347023
131072,0.000265652176
131072,0.000242229232
131072,0.000248530785
131072,0.000267206208
262144,0.000249257716
262144,0.000312671355
262144,0.000239295619
262144,0.000307479414
262144,0.000230969339
262144,0.000261820229
262144,0.000242785802
262144,0.000276746046
262144,0.000231261068
262144,0.000226007621
524288,0.000229871135
524288,0.000258711574
524288,0.000264324879
524288,0.000241975100
524288,0.000227641215
524288,0.000284200343
524288,0.000265050461
524288,0.000225107201
524288,0.000222279405
524288,0.000287482938
1048576,0.000239119641
1048576,0.000291514271
1048576,0.000243798289
1048576,0.000242311773
1048576,0.000291482637
1048576,0.000233360432
1048576,0.000245995133
1048576,0.000238365754
1048576,0.000345095229
1048576,0.000239526033
