mmap_size,latency
4096,0.000000221768
4096,0.000000215955
4096,0.000000218648
4096,0.000000223191
4096,0.000000218773
4096,0.000000218932
4096,0.000000222294
4096,0.000000219566
4096,0.000000219984
4096,0.000000220061
16384,0.000000215618
16384,0.000000216979
16384,0.000000216645
16384,0.000000214207
16384,0.000000220015
16384,0.000000213893
16384,0.000000213681
16384,0.000000218721
16384,0.000000215193
16384,0.000000217200
65536,0.000000215626
65536,0.000000217100
65536,0.000000216920
65536,0.000000210571
65536,0.000000214352
65536,0.000000219502
65536,0.000000214252
65536,0.000000215269
65536,0.000000214714
65536,0.000000221572
