malloc_size,elapsed_time
4096,0.000001799176
4096,0.000001945475
4096,0.000002084449
4096,0.000001799357
4096,0.000001779986
4096,0.000001792688
4096,0.000001885367
4096,0.000001859148
4096,0.000001814145
4096,0.000001893404
8192,0.000001771418
8192,0.000001775307
8192,0.000001935650
8192,0.000001795682
8192,0.000001797693
8192,0.000001818385
8192,0.000001731982
8192,0.000001809412
8192,0.000001895242
8192,0.000001857256
16384,0.000001860207
16384,0.000001771752
16384,0.000001915701
16384,0.000001782008
16384,0.000001679150
16384,0.000001830709
16384,0.000001828961
16384,0.000001802639
16384,0.000001788547
16384,0.000001748082
32768,0.000001898381
32768,0.000001781980
32768,0.000001698557
32768,0.000001771268
32768,0.000001743193
32768,0.000001810734
32768,0.000001906213
32768,0.000001708760
32768,0.000001789152
32768,0.000001812893
65536,0.000001795844
65536,0.000001831574
65536,0.000001809629
65536,0.000002096561
65536,0.000001819551
65536,0.000002071000
65536,0.000001824104
65536,0.000001981410
65536,0.000001860344
65536,0.000001999914
131072,0.000001877969
131072,0.000001906285
131072,0.000001826127
131072,0.000001916158
131072,0.000001725506
131072,0.000001940025
131072,0.000001909797
131072,0.000001854943
131072,0.000002041518
131072,0.000001804074
262144,0.000001830209
262144,0.000001954996
262144,0.000001902348
262144,0.000001957061
262144,0.000001853930
262144,0.000001839852
262144,0.000001943441
262144,0.000002022334
262144,0.000001888881
262144,0.000001878006
1048576,0.000002035840
1048576,0.000002014687
1048576,0.000002287203
1048576,0.000002179350
1048576,0.000002223445
1048576,0.000001967568
1048576,0.000002061783
1048576,0.000002076867
1048576,0.000002099053
1048576,0.000002357473
