mmap_size,elapsed_time
4096,0.000000846653
4096,0.000000894711
4096,0.000000889597
4096,0.000000856892
4096,0.000000859718
4096,0.000000867834
4096,0.000000909935
4096,0.000000886312
4096,0.000000893512
4096,0.000000863926
16384,0.000000907164
16384,0.000000865857
16384,0.000000849030
16384,0.000000780483
16384,0.000000864427
16384,0.000000879417
16384,0.000000822933
16384,0.000000890242
16384,0.000000846066
16384,0.000000913756
65536,0.000000846265
65536,0.000000827929
65536,0.000000861590
65536,0.000000803046
65536,0.000000871805
65536,0.000000817660
65536,0.000000848867
65536,0.000000836389
65536,0.000000903810
65536,0.000000849317
262144,0.000001069532
262144,0.000001039312
262144,0.000000855026
262144,0.000000863946
262144,0.000000854676
262144,0.000000878631
262144,0.000000834205
262144,0.000000870995
262144,0.000000829739
262144,0.000000890409
1048576,0.000000827837
1048576,0.000000911160
1048576,0.000000924799
1048576,0.000000870534
1048576,0.000000983162
1048576,0.000000823357
1048576,0.000000901989
1048576,0.000000839523
1048576,0.000000852348
1048576,0.000000843485
