iterations,elapsed_time
100,0.000000818240
100,0.000000695620
100,0.000000704550
100,0.000000634430
100,0.000000616080
100,0.000000780150
100,0.000000760370
100,0.000000686500
100,0.000000735570
100,0.000000693990
1000,0.000000586353
1000,0.000000619925
1000,0.000000610805
1000,0.000000585329
1000,0.000000578137
1000,0.000000643716
1000,0.000000571943
1000,0.000000697113
1000,0.000000592966
1000,0.000000615629
10000,0.000000551256
10000,0.000000580634
10000,0.000000553172
10000,0.000000591360
10000,0.000000632995
10000,0.000000690388
10000,0.000000565822
10000,0.000000573288
10000,0.000000542598
10000,0.000000554229
