malloc_size,elapsed_time
4096,0.000000103346
4096,0.000000103649
4096,0.000000117768
4096,0.000000091970
4096,0.000000119605
4096,0.000000103804
4096,0.000000118491
4096,0.000000120068
4096,0.000000111955
4096,0.000000102806
8192,0.000000089254
8192,0.000000096856
8192,0.000000094772
8192,0.000000093111
8192,0.000000111063
8192,0.000000098638
8192,0.000000091221
8192,0.000000089704
8192,0.000000090995
8192,0.000000093323
16384,0.000000106007
16384,0.000000094983
16384,0.000000101103
16384,0.000000109220
16384,0.000000106819
16384,0.000000101823
16384,0.000000102148
16384,0.000000109890
16384,0.000000104299
16384,0.000000116827
32768,0.000000108611
32768,0.000000107514
32768,0.000000120215
32768,0.000000120016
32768,0.000000082706
32768,0.000000120864
32768,0.000000093008
32768,0.000000114060
32768,0.000000083178
32768,0.000000112525
65536,0.000000105401
65536,0.000000099739
65536,0.000000118261
65536,0.000000096427
65536,0.000000103368
65536,0.000000106061
65536,0.000000116443
65536,0.000000117810
65536,0.000000120738
65536,0.000000096748
131072,0.000007465966
131072,0.000008552157
131072,0.000007878854
131072,0.000007387340
131072,0.000008320938
131072,0.000007680628
131072,0.000007688468
131072,0.000007632896
131072,0.000007782908
131072,0.000007835847
262144,0.000007551648
262144,0.000008782867
262144,0.000008118516
262144,0.000008354168
262144,0.000007813922
262144,0.000007650153
262144,0.000008013236
262144,0.000008131325
262144,0.000007107642
262144,0.000007832528
1048576,0.000008148572
1048576,0.000009457645
1048576,0.000009694406
1048576,0.000008252451
1048576,0.000007780629
1048576,0.000010701631
1048576,0.000007500666
1048576,0.000007307586
1048576,0.000008229678
1048576,0.000008620707
