iterations,elapsed_time
100,0.000000779660
100,0.000000787630
100,0.000001121340
100,0.000000773200
100,0.000000769930
100,0.000001020700
100,0.000000779140
100,0.000001406640
100,0.000000778180
100,0.000001005150
1000,0.000001065843
1000,0.000000867252
1000,0.000000984271
1000,0.000000941968
1000,0.000000900742
1000,0.000001225535
1000,0.000000957799
1000,0.000000916641
1000,0.000001071067
1000,0.000001065458
10000,0.000001065263
10000,0.000000877337
10000,0.000000987321
10000,0.000000840138
10000,0.000000879205
10000,0.000000925111
10000,0.000000911546
10000,0.000000809006
10000,0.000000833694
10000,0.000001044451
