mmap_size,latency
4096,0.000002528896
4096,0.000002714387
4096,0.000002893758
4096,0.000002704385
4096,0.000003273902
4096,0.000003082796
4096,0.000002695607
4096,0.000002648479
4096,0.000002777958
4096,0.000002614684
16384,0.000002856332
16384,0.000002904317
16384,0.000002614630
16384,0.000003017676
16384,0.000002837881
16384,0.000003127907
16384,0.000003045557
16384,0.000003263055
16384,0.000002929346
16384,0.000002799988
65536,0.000002990835
65536,0.000003033412
65536,0.000002969451
65536,0.000003166470
65536,0.000002948614
65536,0.000002826577
65536,0.000002857935
65536,0.000003030679
65536,0.000002934360
65536,0.000002785885
