mmap_size,latency
4096,0.000000218124
4096,0.000000213281
4096,0.000000214022
4096,0.000000214123
4096,0.000000214161
4096,0.000000213751
4096,0.000000216261
4096,0.000000212884
4096,0.000000214144
16384,0.000000209976
16384,0.000000211215
16384,0.000000210026
16384,0.000000213729
16384,0.000000209061
16384,0.000000211783
16384,0.000000209844
16384,0.000000210298
16384,0.000000209696
65536,0.000000216484
65536,0.000000209119
65536,0.000000209585
65536,0.000000209009
65536,0.000000209375
65536,0.000000220815
65536,0.000000209543
65536,0.000000215700
65536,0.000000208779
