mmap_size,latency
4096,0.000000203000
4096,0.000000205752
4096,0.000000204427
4096,0.000000204887
4096,0.000000203441
4096,0.000000204310
4096,0.000000202718
4096,0.000000204205
4096,0.000000207473
4096,0.000000202755
16384,0.000000200160
16384,0.000000202267
16384,0.000000203494
16384,0.000000201578
16384,0.000000201082
16384,0.000000202448
16384,0.000000199582
16384,0.000000205492
16384,0.000000197575
16384,0.000000199269
65536,0.000000201221
65536,0.000000205332
65536,0.000000202635
65536,0.000000203587
65536,0.000000205307
65536,0.000000203633
65536,0.000000203723
65536,0.000000203058
65536,0.000000206718
65536,0.000000202701
