iterations,elapsed_time
100,0.000000822480
100,0.000000735200
100,0.000000703430
100,0.000000776290
100,0.000000739590
100,0.000000735690
100,0.000000722830
100,0.000000714560
100,0.000000724100
100,0.000001169010
1000,0.000000714677
1000,0.000000697109
1000,0.000000692733
1000,0.000000789456
1000,0.000000682783
1000,0.000000690205
1000,0.000000727480
1000,0.000000747220
1000,0.000000709660
1000,0.000000791822
10000,0.000000693425
10000,0.000000687048
10000,0.000000705687
10000,0.000000694946
10000,0.000000684110
10000,0.000000675093
10000,0.000000686294
10000,0.000000685247
10000,0.000000678857
10000,0.000000678134
