mmap_size,elapsed_time
4096,0.000000956432
4096,0.000000953152
4096,0.000000924521
4096,0.000000926629
4096,0.000000923510
4096,0.000000946905
4096,0.000000949132
4096,0.000000953414
4096,0.000000943404
4096,0.000000934157
16384,0.000000932342
16384,0.000000931230
16384,0.000000944091
16384,0.000000951663
16384,0.000000928817
16384,0.000000922166
16384,0.000000930011
16384,0.000000957810
16384,0.000000950598
16384,0.000000925014
65536,0.000000924565
65536,0.000000922003
65536,0.000000957273
65536,0.000000948050
65536,0.000000924981
65536,0.000000980951
65536,0.000000978670
65536,0.000000968702
65536,0.000000973641
65536,0.000000980897
262144,0.000000973739
262144,0.000000984402
262144,0.000000928473
262144,0.000000936249
262144,0.000000975779
262144,0.000000937519
262144,0.000000963803
262144,0.000000950223
262144,0.000000963282
262144,0.000000975046
1048576,0.000000946022
1048576,0.000000946805
1048576,0.000000977532
1048576,0.000000967863
1048576,0.000000972407
1048576,0.000001027609
1048576,0.000000998130
1048576,0.000000964758
1048576,0.000000950572
1048576,0.000000960039
