iterations,elapsed_time
100,0.000000546210
100,0.000000542100
100,0.000000514870
100,0.000000513840
100,0.000000504830
100,0.000000519340
100,0.000000504040
100,0.000000512850
100,0.000000498200
100,0.000000508350
1000,0.000000495514
1000,0.000000457124
1000,0.000000519089
1000,0.000000459968
1000,0.000000474090
1000,0.000000475401
1000,0.000000472768
1000,0.000000456102
1000,0.000000477524
1000,0.000000457186
10000,0.000000469042
10000,0.000000484447
10000,0.000000467121
10000,0.000000473199
10000,0.000000479297
10000,0.000000465730
10000,0.000000473676
10000,0.000000466600
10000,0.000000467194
10000,0.000000480554
