malloc_size,latency
1024,0.000000612770
1024,0.000000633790
1024,0.000000622946
1024,0.000000627482
1024,0.000000639567
1024,0.000000629873
1024,0.000000630472
1024,0.000000625330
1024,0.000000611416
1024,0.000000644438
2048,0.000001169769
2048,0.000001173740
2048,0.000001196647
2048,0.000001187159
2048,0.000001208501
2048,0.000001170652
2048,0.000001174377
2048,0.000001196884
2048,0.000001172923
2048,0.000001198530
4096,0.000002266827
4096,0.000002290651
4096,0.000002323650
4096,0.000002271278
4096,0.000002272747
4096,0.000002268295
4096,0.000002314750
4096,0.000002272825
4096,0.000002304709
4096,0.000002271279
8192,0.000002313870
8192,0.000002733640
8192,0.000002373332
8192,0.000002309837
8192,0.000002319167
8192,0.000002345662
8192,0.000002320874
8192,0.000002319195
8192,0.000002301802
8192,0.000002316955
16384,0.000002474152
16384,0.000002385804
16384,0.000002435311
16384,0.000002452042
16384,0.000002394615
16384,0.000002474990
16384,0.000002357361
16384,0.000002421479
16384,0.000002402220
16384,0.000002447003
32768,0.000002532245
32768,0.000002633420
32768,0.000002587978
32768,0.000002639351
32768,0.000002550618
32768,0.000002632526
32768,0.000002527980
32768,0.000002530553
32768,0.000002628588
32768,0.000002646677
65536,0.000003084878
65536,0.000002742858
65536,0.000003165852
65536,0.000002835665
65536,0.000002807878
65536,0.000002869337
65536,0.000003283915
65536,0.000002883039
65536,0.000003201295
65536,0.000003082863
131072,0.000003621598
131072,0.000003866354
131072,0.000003730651
131072,0.000003842486
131072,0.000003753838
131072,0.000004197262
131072,0.000003809465
131072,0.000003767929
131072,0.000003774049
131072,0.000003863210
262144,0.000003936032
262144,0.000003814013
262144,0.000003689606
262144,0.000004028013
262144,0.000004062772
262144,0.000003791761
262144,0.000003873133
262144,0.000004249947
262144,0.000004027309
262144,0.000003912853
524288,0.000004423489
524288,0.000004106476
524288,0.000004245145
524288,0.000004031726
524288,0.000004124487
524288,0.000004663333
524288,0.000004306323
524288,0.000004511471
524288,0.000003993105
524288,0.000004679422
1048576,0.000004874379
1048576,0.000005061354
1048576,0.000004823430
1048576,0.000005231756
1048576,0.000005258457
1048576,0.000004948781
1048576,0.000004819006
1048576,0.000005127943
1048576,0.000004968277
1048576,0.000005009209
