mmap_size,latency
4096,0.000002338656
4096,0.000002350930
4096,0.000002339300
4096,0.000002357117
4096,0.000002547855
4096,0.000002376135
4096,0.000002380484
4096,0.000002634667
4096,0.000002532993
16384,0.000002520797
16384,0.000002591306
16384,0.000002471009
16384,0.000002617998
16384,0.000002572331
16384,0.000002492944
16384,0.000002397711
16384,0.000002809370
16384,0.000002494700
65536,0.000002842768
65536,0.000002738434
65536,0.000002726978
65536,0.000002687406
65536,0.000002647251
65536,0.000002673920
65536,0.000002803153
65536,0.000002725172
65536,0.000002770621
