mmap_size,latency
1024,0.000000215284
1024,0.000000218439
1024,0.000000214301
1024,0.000000220761
1024,0.000000213275
1024,0.000000213024
1024,0.000000218551
1024,0.000000213500
1024,0.000000212172
2048,0.000000223146
2048,0.000000211563
2048,0.000000211128
2048,0.000000212652
2048,0.000000215029
2048,0.000000213268
2048,0.000000214076
2048,0.000000209667
2048,0.000000213381
4096,0.000000213214
4096,0.000000212047
4096,0.000000211834
4096,0.000000213039
4096,0.000000216187
4096,0.000000213682
4096,0.000000211581
4096,0.000000214272
4096,0.000000211156
8192,0.000000211803
8192,0.000000214249
8192,0.000000213315
8192,0.000000214224
8192,0.000000212744
8192,0.000000214247
8192,0.000000217705
8192,0.000000218485
8192,0.000000211359
16384,0.000000209551
16384,0.000000208888
16384,0.000000206705
16384,0.000000212306
16384,0.000000207983
16384,0.000000216344
16384,0.000000207812
16384,0.000000207639
16384,0.000000209102
32768,0.000000208350
32768,0.000000209679
32768,0.000000209145
32768,0.000000209937
32768,0.000000210269
32768,0.000000209224
32768,0.000000210288
32768,0.000000212055
32768,0.000000211068
65536,0.000000212235
65536,0.000000210067
65536,0.000000209402
65536,0.000000208194
65536,0.000000209634
65536,0.000000207991
65536,0.000000212316
65536,0.000000207035
65536,0.000000209023
131072,0.000000214482
131072,0.000000208651
131072,0.000000222462
131072,0.000000219301
131072,0.000000218156
131072,0.000000216313
131072,0.000000217713
131072,0.000000213454
131072,0.000000219554
262144,0.000000208457
262144,0.000000212917
262144,0.000000210809
262144,0.000000209366
262144,0.000000210350
262144,0.000000208954
262144,0.000000213226
262144,0.000000209799
262144,0.000000217312
524288,0.000000213282
524288,0.000000225578
524288,0.000000210820
524288,0.000000215304
524288,0.000000214073
524288,0.000000209731
524288,0.000000211812
524288,0.000000209512
524288,0.000000210230
1048576,0.000000214204
1048576,0.000000220702
1048576,0.000000214029
1048576,0.000000210839
1048576,0.000000210178
1048576,0.000000212312
1048576,0.000000211326
1048576,0.000000213085
1048576,0.000000213332
