mmap_size,latency
4096,0.000000218050
4096,0.000000219115
4096,0.000000221540
4096,0.000000218654
4096,0.000000218410
4096,0.000000219352
4096,0.000000213653
4096,0.000000224456
4096,0.000000217733
4096,0.000000218631
16384,0.000000214818
16384,0.000000212595
16384,0.000000211813
16384,0.000000210501
16384,0.000000210366
16384,0.000000212358
16384,0.000000222368
16384,0.000000210790
16384,0.000000210532
16384,0.000000218538
65536,0.000000220485
65536,0.000000215855
65536,0.000000219660
65536,0.000000215398
65536,0.000000214149
65536,0.000000211875
65536,0.000000212954
65536,0.000000213451
65536,0.000000216726
65536,0.000000218311
