mmap_size,latency
4096,0.000002543050
4096,0.000002542644
4096,0.000002446754
4096,0.000002566908
4096,0.000002686249
4096,0.000002455597
4096,0.000002448971
4096,0.000002464331
4096,0.000002493369
16384,0.000002795185
16384,0.000002566947
16384,0.000002552040
16384,0.000002562162
16384,0.000002679018
16384,0.000002592174
16384,0.000002667277
16384,0.000002794039
16384,0.000002478516
65536,0.000002841177
65536,0.000002735779
65536,0.000002680550
65536,0.000002891535
65536,0.000002685065
65536,0.000002716663
65536,0.000002701312
65536,0.000002814680
65536,0.000002763805
