mmap_size,latency
4096,0.000002519886
4096,0.000002670160
4096,0.000002303793
4096,0.000002444980
4096,0.000002401479
4096,0.000002523343
4096,0.000002562035
4096,0.000002434452
4096,0.000002486864
4096,0.000002434899
16384,0.000002549975
16384,0.000002560690
16384,0.000002589420
16384,0.000002601494
16384,0.000002631243
16384,0.000002531151
16384,0.000002492668
16384,0.000002545225
16384,0.000002556901
16384,0.000002497177
65536,0.000003129336
65536,0.000003171456
65536,0.000003262071
65536,0.000003205271
65536,0.000003196576
65536,0.000003143912
65536,0.000003197485
65536,0.000003235335
65536,0.000003182486
65536,0.000003302313
