mmap_size,latency
4096,0.000002758068
4096,0.000002835132
4096,0.000002938415
4096,0.000002888232
4096,0.000002967956
4096,0.000002982907
4096,0.000002894386
4096,0.000002765479
4096,0.000003021388
4096,0.000002881566
16384,0.000003133565
16384,0.000003086908
16384,0.000002923260
16384,0.000002992632
16384,0.000002929655
16384,0.000003119474
16384,0.000003126440
16384,0.000003097686
16384,0.000002931438
16384,0.000003156854
65536,0.000003495142
65536,0.000003450780
65536,0.000003492207
65536,0.000003473913
65536,0.000003522148
65536,0.000003430488
65536,0.000003569228
65536,0.000003438460
65536,0.000003544017
65536,0.000003692896
