mmap_size,elapsed_time
4096,0.000000209039
4096,0.000000206636
4096,0.000000209251
4096,0.000000199573
4096,0.000000221296
4096,0.000000203935
4096,0.000000208864
4096,0.000000204635
4096,0.000000217287
4096,0.000000215888
16384,0.000000193176
16384,0.000000205729
16384,0.000000203443
16384,0.000000208873
16384,0.000000208278
16384,0.000000205130
16384,0.000000219169
16384,0.000000205708
16384,0.000000200607
16384,0.000000202668
65536,0.000000209835
65536,0.000000196205
65536,0.000000199039
65536,0.000000201003
65536,0.000000204795
65536,0.000000207094
65536,0.000000214636
65536,0.000000203641
65536,0.000000201362
65536,0.000000198838
262144,0.000000228641
262144,0.000000196274
262144,0.000000210488
262144,0.000000210933
262144,0.000000197955
262144,0.000000195915
262144,0.000000200657
262144,0.000000191726
262144,0.000000196746
262144,0.000000200444
1048576,0.000000211130
1048576,0.000000200891
1048576,0.000000212651
1048576,0.000000215110
1048576,0.000000211609
1048576,0.000000202593
1048576,0.000000217304
1048576,0.000000198798
1048576,0.000000210523
1048576,0.000000218118
