malloc_size,elapsed_time
4096,0.000000067259
4096,0.000000068135
4096,0.000000065312
4096,0.000000066967
4096,0.000000068266
4096,0.000000066715
4096,0.000000066816
4096,0.000000066951
4096,0.000000066686
4096,0.000000067429
8192,0.000000084993
8192,0.000000085402
8192,0.000000085326
8192,0.000000086336
8192,0.000000085805
8192,0.000000084781
8192,0.000000085437
8192,0.000000085898
8192,0.000000085607
8192,0.000000084446
16384,0.000000126661
16384,0.000000127090
16384,0.000000127443
16384,0.000000126679
16384,0.000000126770
16384,0.000000126565
16384,0.000000127022
16384,0.000000128478
16384,0.000000126607
16384,0.000000127404
32768,0.000000370373
32768,0.000000360406
32768,0.000000358208
32768,0.000000371499
32768,0.000000353686
32768,0.000000363096
32768,0.000000365679
32768,0.000000374375
32768,0.000000328019
32768,0.000000348509
65536,0.000001832490
65536,0.000001511851
65536,0.000001691858
65536,0.000001669500
65536,0.000001866816
65536,0.000001531599
65536,0.000001517143
65536,0.000001663645
65536,0.000001482636
65536,0.000001382096
131072,0.000003938171
131072,0.000003764313
131072,0.000003551620
131072,0.000003620983
131072,0.000003914080
131072,0.000003968971
131072,0.000003375917
131072,0.000003767749
131072,0.000003813802
131072,0.000003791044
262144,0.000108637191
262144,0.000108209193
262144,0.000108189957
262144,0.000108788028
262144,0.000107999309
262144,0.000108516624
262144,0.000108265329
262144,0.000108449280
262144,0.000108919505
262144,0.000108607586
1048576,0.000432983355
1048576,0.000432524889
1048576,0.000433130172
1048576,0.000433075176
1048576,0.000431263418
1048576,0.000432299717
1048576,0.000431408604
1048576,0.000431263566
1048576,0.000431015820
1048576,0.000431717566
